pointID,TAS,PRE,RSDS,VPD,DEPTH,SAND,CLAY,SOC,CEC,PH,DEM,Aspect,Slope
16007,254,2020,166,11271,200,3536,3854,1359,968,456,237.268,174.557,5.13799
16008,253,2035,166,11216,200,3412,3967,1360,970,453,246.732,177.13,4.75006
16009,254,2048,166,11198,200,3494,4070,1372,918,451,235.283,158.369,3.8336
16010,254,2059,166,11182,200,3601,3967,1353,869,452,229.057,158.447,3.98255
16011,254,2067,166,11162,200,3466,3954,1407,951,453,229.057,158.447,3.98255
16012,254,2071,166,11124,200,3466,3954,1493,951,453,226.899,191.451,3.85061
16013,254,2074,166,11136,200,3514,3897,1438,1005,452,239.497,164.079,5.23408
16014,253,2073,166,11113,200,3389,3981,1396,927,463,236.39,199.899,5.27815
16015,255,2071,166,11143,200,3465,3950,1396,876,455,240.121,128.109,5.761
16016,254,2062,166,11139,200,3378,4184,1414,862,446,238.11,188.216,4.33608
16017,255,2054,166,11176,200,3579,4155,1450,873,451,241.932,151.445,5.05254
16018,255,2041,167,11221,200,3736,4015,1374,862,451,221.446,155.369,3.68544
16019,256,2025,167,11261,200,3611,3996,1328,929,450,215.577,154.14,3.43711
16020,256,2008,167,11305,200,3486,4056,1385,920,453,212.164,167.503,3.7458
16021,255,1989,168,11318,200,3486,4056,1475,920,453,224.545,199.636,4.97727
16022,255,1971,168,11368,200,3461,4054,1384,872,453,224.089,145.276,3.43792
16023,255,1954,168,11407,200,3564,3964,1408,832,448,221.203,180.45,3.42742
16024,254,1942,168,11425,200,3487,3950,1426,825,443,221.203,180.45,3.42742
16025,255,1933,168,11455,200,3333,4119,1426,850,444,233.157,172.868,4.59909
16026,255,1926,168,11467,200,3367,4109,1522,925,446,221.782,142.756,3.0995
16027,255,1924,168,11471,200,3449,4149,1485,870,446,225.721,170.346,3.86681
16028,254,1927,168,11454,200,3393,4226,1452,867,443,236.631,163.638,4.29473
16029,254,1932,168,11432,200,3487,4190,1468,924,442,230.319,177.463,3.27077
16030,254,1942,168,11408,200,3526,4050,1470,941,446,234.561,147.722,3.26549
16031,253,1955,167,11339,200,3526,4050,1416,941,446,240.579,189.206,5.44333
16032,254,1971,167,11314,200,3578,4048,1384,876,448,242.882,170.861,4.75983
16033,253,1991,167,11240,200,3682,3956,1423,861,452,254.545,199.716,4.57944
16034,253,2011,166,11161,200,3488,3943,1423,864,448,265.69,147.515,3.6484
16035,253,2031,166,11119,200,3368,3897,1360,824,448,259.329,151.966,3.13682
16036,253,2049,167,11085,200,3402,4019,1372,832,446,252.609,161.934,3.65033
16037,253,2062,167,11044,200,3544,3940,1369,864,450,252.609,161.934,3.65033
16038,254,2070,167,11038,200,3457,3962,1430,928,450,251.324,157.803,3.6257
16039,254,2073,167,11030,200,3436,4015,1439,879,452,245.337,168.909,3.4462
16040,254,2066,167,11058,200,3423,4082,1531,872,452,246.084,143.93,2.98348
16041,253,2058,167,11066,200,3423,4082,1506,872,452,239.944,175.044,3.67873
16042,254,2048,167,11106,200,3538,4019,1459,868,452,251.628,166.597,3.74447
16043,253,2038,168,11121,200,3524,4026,1440,846,448,251.045,177.82,3.52812
16044,254,2027,168,11178,200,3463,4035,1440,839,448,247.4,152.82,4.00531
16045,254,2016,168,11225,200,3570,3950,1415,930,451,237.065,157.235,3.67524
16046,255,2007,168,11260,200,3513,4004,1402,888,455,229.602,184.573,3.74654
16047,253,2000,168,11232,200,3380,4111,1411,867,456,251.211,187.487,5.02992
16048,254,1994,168,11284,200,3517,4251,1572,839,450,243.743,150.667,5.51262
16049,254,1991,168,11290,200,3474,4188,1526,830,448,243.743,150.667,5.51262
16050,252,1992,168,11257,200,3554,3988,1344,866,450,244.556,180.325,6.72043
16051,253,1999,167,11284,200,3554,3988,1445,866,450,268.814,142.297,9.74856
16052,253,2010,167,11249,200,3509,4099,1743,899,452,248.617,179.393,3.91882
16053,251,2046,166,11101,200,3479,4199,1768,928,455,271.951,179.844,5.43701
16054,250,2066,165,11046,200,3276,4415,1768,919,455,308.031,183.515,10.6247
16055,251,2087,165,11033,200,3153,4374,1647,897,455,283.757,172.413,8.87227
16056,250,2103,165,10961,200,3102,4485,1590,886,456,305.337,198.503,7.9892
16057,251,2114,165,10982,200,3252,4234,1663,855,456,286.759,160.873,8.90067
16058,251,2120,165,10952,200,3421,4103,1513,889,459,303.532,162.867,15.6458
16059,252,2121,165,10982,200,3468,4255,1596,920,455,271.458,135.693,10.7337
16060,254,2118,165,11063,200,3672,4048,1676,961,455,248.536,150.85,6.52437
16061,254,2112,165,11080,200,3672,4048,1592,961,455,239.207,204.455,5.0468
16062,252,2107,165,11046,200,3722,3968,1595,971,459,239.207,204.455,5.0468
16063,251,2103,166,11022,200,3542,4001,1573,1005,465,277.93,193.943,10.0112
16064,253,2102,166,11078,200,3432,4037,1573,979,461,281.159,149.166,8.90642
16065,252,2103,165,11046,200,3430,4074,1646,952,460,279.967,165.516,8.66851
16066,252,2105,165,11050,200,3521,4013,1523,873,455,276.894,187.362,9.49909
16067,254,2105,165,11125,200,3598,4095,1616,856,456,252.646,133.076,5.21619
16068,253,2105,165,11110,200,3493,4103,1518,961,454,242.88,181.462,4.41574
16069,254,2103,165,11118,200,3514,4172,1554,1095,461,246.954,164.159,4.12738
16070,253,2101,165,11111,200,3624,4075,1632,1039,461,255.696,191.509,5.12768
16071,253,2098,166,11109,200,3624,4075,1583,1039,461,257.315,171.154,6.28218
16072,252,2094,166,11101,200,3529,4168,1628,1033,455,259.934,185.484,8.47725
16073,252,2089,166,11108,200,3489,4234,1768,1132,455,261.509,162.693,7.51558
16074,254,2083,166,11183,200,3419,4295,1768,1238,463,240.256,134.545,7.6405
16075,254,2074,166,11201,200,3439,4192,1662,977,457,240.256,134.545,7.6405
16076,254,2064,166,11236,200,3633,4045,1557,933,459,244.67,198.959,9.43766
16077,256,2038,167,11340,200,3660,4139,1504,1037,457,227.227,153.854,7.45013
16078,256,2024,167,11388,200,3549,4066,1579,1034,460,210.798,161.77,4.10555
16079,256,2011,167,11436,200,3741,3893,1490,878,455,206.439,174.339,4.03895
16080,256,1997,167,11466,200,3741,3893,1361,878,455,205.483,175.542,4.09512
16081,256,1985,167,11504,200,3578,3968,1392,865,453,218.877,172.716,4.87637
16082,256,1974,167,11541,200,3751,3976,1447,880,455,222.085,171.854,6.41396
16083,257,1966,168,11618,200,3817,3893,1498,987,455,198.518,143.413,6.21118
16084,257,1959,168,11625,200,3783,3909,1498,924,458,196.909,187.44,5.15037
16085,257,1954,168,11646,200,3689,3981,1550,869,455,207.91,156.029,5.22839
16086,257,1951,168,11666,200,3346,4185,1422,813,451,206.61,184.115,5.36136
16087,257,1949,168,11702,200,3529,4021,1441,886,450,202.01,153.986,5.56762
16088,258,1947,168,11734,200,3650,3972,1414,910,448,202.01,153.986,5.56762
16089,258,1945,168,11757,200,3473,4098,1385,861,451,193.681,164.608,5.01182
16090,257,1943,168,11747,200,3473,4098,1389,861,451,194.554,193.165,5.84437
16091,258,1940,168,11785,200,3586,4036,1356,831,451,210.906,166.921,6.50236
16092,258,1935,168,11829,200,3652,3954,1437,823,452,194.817,159.262,4.91201
16093,258,1928,168,11854,200,3674,3725,1393,1010,456,185.008,175.136,4.7597
16094,259,1921,168,11897,200,3720,3689,1393,1075,457,184.884,154.435,4.1902
16095,259,1913,168,11930,200,3566,3869,1391,1030,460,179.521,166.034,3.93804
16096,260,1908,168,11956,200,3599,3798,1430,917,453,172.044,164.848,3.68649
16097,259,1905,168,11960,200,3627,3875,1496,864,457,181.148,172.07,4.86016
16098,259,1906,168,11961,200,3415,4069,1431,942,457,181.528,190.181,5.62679
16099,258,1909,168,11918,200,3489,4005,1455,961,457,203.31,214.12,8.49559
16100,258,1915,168,11936,200,3489,4005,1509,961,457,195.275,151.77,6.88439
16101,259,1931,168,11927,200,3558,4082,1571,922,455,195.275,151.77,6.88439
16102,259,1939,168,11920,200,3771,3851,1539,1092,455,193.742,180.644,5.75602
16103,259,1946,168,11913,200,3780,3781,1539,1134,460,193.629,163.049,5.86981
16104,259,1951,168,11903,200,3693,3765,1453,1102,455,182.866,169.713,5.03039
16105,259,1954,168,11913,200,3833,3950,1336,971,452,186.873,186.733,6.94939
16106,259,1957,168,11928,200,3721,3960,1384,1025,455,178.197,163.366,5.55996
16107,260,1957,168,11956,200,3644,3909,1369,983,456,168.457,155.801,4.87362
16108,261,1956,168,11987,200,3674,3855,1423,1024,465,159.76,158.263,4.58591
16109,261,1954,169,12009,200,3726,3798,1371,1044,466,154.987,165.162,4.58213
16110,261,1951,169,12032,200,3726,3798,1371,1044,466,155.39,151.613,4.96838
16111,261,1948,169,12048,200,3785,3590,1320,1059,464,155.717,166.719,4.34876
16112,261,1943,169,12072,200,3738,3726,1298,1032,456,159.438,185.734,3.9357
16113,261,1936,169,12093,200,3583,3903,1298,958,450,159.438,185.734,3.9357
16114,262,1918,169,12210,200,3491,3992,1368,987,453,151.86,147.814,3.58059
16115,262,1910,169,12236,200,3648,3896,2093,995,457,135.173,155.794,3.3526
16116,261,1905,169,12224,200,3814,3718,1804,906,448,139.989,183.065,3.39626
16117,261,1904,169,12230,200,3803,3776,1349,890,451,159.44,175.268,3.6257
16118,261,1908,169,12243,200,3782,3713,1329,923,455,153.543,155.974,3.40418
16119,260,1917,169,12193,200,3803,3817,1348,927,455,158.607,184.166,4.5117
16120,260,1932,169,12151,200,3803,3817,1357,927,455,175.334,173.454,4.45347
16121,259,1951,169,12101,200,3759,3843,1423,996,457,175.158,168.946,5.5934
16122,259,1971,169,12070,200,3689,3913,1343,1032,455,178.642,176.387,4.70048
16123,260,1989,169,12060,200,3794,3935,1343,974,452,173.619,137.014,3.72519
16124,260,2000,169,12027,200,3888,3772,1330,863,455,170.675,187.272,3.92532
16125,260,2004,169,12022,200,3845,3718,1379,868,449,172.149,154.387,4.31739
16126,261,1990,169,12082,200,3705,3744,1333,948,447,162.322,158.969,3.6747
16127,261,1974,169,12117,200,3617,3736,1408,960,455,154.818,165.503,3.76604
16128,262,1958,169,12170,200,3545,3778,1447,978,457,150.257,147.066,3.0503
16129,261,1945,169,12176,200,3672,3656,1362,983,453,145.309,166.74,3.01199
16130,261,1937,169,12175,200,3672,3656,1307,983,453,156.252,156.758,3.5491
16131,260,1933,169,12154,200,3703,3711,1319,967,458,170.054,211.052,5.42207
16132,259,1933,169,12134,200,3739,3667,1363,995,458,187.144,162.286,5.37589
16133,260,1936,170,12155,200,3592,3790,1363,1044,460,183.797,162.463,4.48001
16134,260,1938,170,12160,200,3673,3790,1388,1041,460,171.471,165.712,4.47959
16135,261,1939,170,12169,200,3917,3607,1437,1061,460,169.728,150.384,4.43456
16136,261,1937,170,12172,200,3853,3608,1423,1017,465,162.774,175.049,3.5834
16137,261,1932,170,12185,200,3713,3732,1383,1009,466,159.71,162.996,3.52965
16138,261,1911,170,12226,200,3608,3729,1398,1004,465,167.031,170.108,4.2191
16139,261,1898,171,12238,200,3761,3710,1390,973,465,158.452,155.543,4.15321
16140,261,1885,171,12281,200,3761,3710,1356,973,465,160.179,146.505,3.62014
16141,262,1872,171,12322,200,3848,3687,1267,938,456,152.302,148.688,3.65346
16201,255,1999,167,11315,200,3581,4012,1408,977,445,214.393,155.79,3.49254
16202,255,2001,167,11321,200,3596,3940,1355,1030,448,210.969,160.786,4.24081
16203,255,2000,167,11323,200,3596,3940,1385,1030,448,213.875,180.699,4.30424
16204,255,1999,167,11335,200,3734,3775,1381,1057,452,214.607,157.959,3.43026
16205,254,2005,166,11312,200,3734,3657,1341,1093,456,224.721,167.081,4.92001
16206,253,2012,166,11272,200,3636,3733,1341,962,455,239.169,204.424,5.06456
16207,254,2022,166,11272,200,3610,3741,1353,992,456,238.474,161.047,4.84213
16208,253,2032,166,11229,200,3435,3834,1402,933,458,239.973,203.637,3.86196
16209,253,2043,166,11198,200,3475,3914,1329,952,451,246.607,144.55,3.78542
16210,254,2052,166,11196,200,3484,3842,1456,924,448,232.909,153.276,3.76171
16211,254,2059,166,11163,200,3559,3807,1424,966,448,232.909,153.276,3.76171
16212,253,2065,166,11131,200,3559,3807,1453,966,448,239.102,177.132,3.95409
16213,254,2070,166,11134,200,3445,3869,1473,996,446,249.175,166.135,4.4964
16214,254,2072,166,11118,200,3494,3924,1403,960,448,236.527,157.673,4.21427
16215,253,2073,166,11095,200,3394,3996,1403,908,447,247.216,190.775,4.47394
16216,254,2072,166,11118,200,3424,4097,1454,917,451,249.586,166.081,5.23672
16217,255,2062,166,11158,200,3603,3996,1381,903,455,226.404,165.492,4.19258
16218,255,2050,167,11178,200,3642,3932,1345,850,455,222.712,173.057,4.28978
16219,255,2035,167,11223,200,3552,4198,1335,857,444,222.853,159.007,3.92932
16220,256,2018,167,11268,200,3578,4086,1384,867,447,212.047,163.598,3.71631
16221,255,2001,168,11297,200,3667,4060,1372,867,447,217.249,172.8,3.32556
16222,255,1985,168,11329,200,3667,4060,1371,867,447,221.2,173.798,3.4224
16223,255,1970,168,11353,200,3578,4019,1420,877,444,229.424,187.778,3.42967
16224,254,1959,168,11362,200,3430,3989,1398,876,447,229.424,187.778,3.42967
16225,254,1952,168,11378,200,3390,4002,1398,899,447,238.015,184.098,3.43782
16226,255,1948,168,11408,200,3400,4061,1418,942,447,236.97,138.03,3.52501
16227,255,1946,168,11422,200,3313,4248,1491,904,446,228.713,161.834,3.30004
16228,254,1948,168,11398,200,3386,4173,1442,910,446,228.98,191.521,3.9568
16229,254,1961,167,11356,200,3422,4153,1436,921,442,243.625,172.717,3.62598
16230,252,1972,167,11286,200,3618,4000,1516,991,448,254.113,218.108,4.22285
16231,252,1988,167,11239,200,3621,3944,1504,940,450,272.933,188.184,4.56256
16232,252,2008,167,11194,200,3621,3944,1387,940,450,271.989,168.245,4.96226
16233,253,2029,166,11168,200,3652,3825,1446,886,447,252.738,171.121,4.64313
16234,253,2051,166,11091,200,3703,3800,1435,878,450,265.198,176.025,3.19839
16235,252,2070,166,11027,200,3568,3843,1435,867,451,271.418,172.697,2.98433
16236,252,2086,166,10985,200,3514,3904,1405,826,448,272.091,149.129,3.22414
16237,253,2097,166,10980,200,3485,3898,1418,880,452,272.091,149.129,3.22414
16238,253,2102,167,10968,200,3522,3910,1486,957,450,259.717,159.599,3.36574
16239,253,2102,167,10968,200,3549,3974,1449,886,449,255.974,152.054,3.61534
16240,254,2098,167,10992,200,3502,4004,1570,911,449,255.978,158.408,3.58973
16241,254,2078,167,11062,200,3599,4033,1650,957,450,241.513,158.095,3.29808
16242,254,2064,168,11103,200,3599,4033,1570,957,450,238.457,163.754,3.51948
16243,255,2049,168,11148,200,3526,3977,1597,905,448,233.602,160.443,3.17118
16244,255,2034,168,11190,200,3533,3892,1441,921,447,232.044,162.053,3.24469
16245,255,2020,168,11231,200,3490,3941,1441,903,452,230.787,157.547,3.19701
16246,254,2009,168,11260,200,3461,3928,1370,909,451,232.737,154.213,3.29217
16247,254,2000,168,11264,200,3358,3923,1371,866,452,242.49,197.372,4.10051
16248,254,1992,168,11298,200,3400,3891,1348,845,452,242.974,138.149,3.69406
16249,255,1987,168,11339,200,3451,4089,1498,799,448,242.974,138.149,3.69406
16250,254,1986,168,11315,200,3512,4068,1273,800,455,231.543,173.576,3.26281
16251,253,1990,168,11306,200,3512,4068,1357,800,455,245.989,171.773,3.01916
16252,254,1998,167,11309,200,3573,4034,1454,891,450,249.15,162.886,3.34364
16253,254,2010,167,11274,200,3566,3975,1565,890,455,243.275,170.74,3.06099
16254,252,2043,166,11151,200,3464,4110,1635,927,456,265.346,205.361,5.18398
16255,252,2061,166,11108,200,3216,4278,1635,894,459,282.474,184.043,6.8405
16256,252,2077,165,11100,200,3201,4370,1547,827,458,281.143,165.711,6.92724
16257,252,2088,165,11080,200,3253,4158,1666,819,453,264.691,187.179,4.64547
16258,254,2096,166,11107,200,3341,3965,1546,816,457,250.744,135.748,4.33961
16259,253,2099,166,11065,200,3397,4242,1496,852,457,252.884,211.972,5.74903
16260,253,2098,166,11073,200,3504,4204,1595,894,456,267.38,155.717,9.38382
16261,253,2095,166,11096,200,3504,4204,1569,894,456,254.148,164.571,9.24791
16262,252,2093,166,11063,200,3455,4120,1609,881,459,254.148,164.571,9.24791
16263,252,2093,166,11067,200,3377,4080,1522,912,456,274.172,150.974,10.6169
16264,251,2096,165,11036,200,3394,4024,1522,945,457,278.702,201.111,6.8382
16265,252,2100,165,11083,200,3521,3908,1579,997,457,286.804,151.237,5.93828
16266,254,2110,165,11109,200,3356,4150,1667,898,458,277.985,119.698,8.56824
16267,253,2114,165,11099,200,3520,4133,1481,845,456,245.923,170.353,4.18884
16268,250,2115,165,10998,200,3357,4301,1654,962,455,284.307,200.709,10.0633
16269,252,2116,165,11066,200,3378,4158,1827,1090,460,277.205,145.446,8.64281
16270,252,2115,165,11054,200,3392,4088,1806,1128,463,271.634,184.488,4.91675
16271,253,2115,165,11086,200,3392,4088,1641,1128,463,263.837,153.694,4.21516
16272,252,2113,165,11069,200,3609,4088,1567,1048,457,268.878,196.761,5.39296
16273,252,2110,165,11053,200,3522,4146,1583,1109,457,281.342,169.312,3.99764
16274,251,2104,165,11051,200,3524,4204,1583,1228,457,287.487,173.165,4.18256
16275,253,2095,166,11126,200,3438,4364,1655,1013,458,287.487,173.165,4.18256
16276,253,2083,166,11177,200,3576,4283,1696,848,455,262.699,133.117,6.83162
16277,254,2068,166,11239,200,3535,4180,1760,965,455,258.578,217.745,9.51636
16278,256,2034,167,11364,200,3622,3936,1487,921,455,224.871,160.338,3.71325
16279,256,2017,167,11423,200,3723,3872,1407,826,456,219.33,169.218,3.87081
16280,256,2002,167,11477,200,3675,3797,1353,829,455,211.544,161.797,4.1614
16281,257,1988,167,11530,200,3675,3797,1377,829,455,209.649,162.777,3.94034
16282,257,1977,167,11571,200,3668,3814,1556,903,457,199.801,172.415,4.4176
16283,257,1969,167,11602,200,3741,3945,1582,981,456,209.238,156.056,4.43544
16284,257,1963,167,11629,200,3603,4067,1582,962,456,200.681,184.444,4.89311
16285,256,1959,167,11620,200,3519,4028,1632,857,452,223.015,190.252,5.7662
16286,257,1957,167,11665,200,3271,4175,1456,799,450,210.88,155.033,5.92136
16287,257,1956,167,11696,200,3440,4128,1419,816,447,199.774,156.651,4.79781
16288,257,1955,167,11697,200,3646,3992,1402,854,448,199.774,156.651,4.79781
16289,256,1953,167,11667,200,3606,4068,1462,844,450,209.481,194.167,5.86545
16290,257,1949,167,11729,200,3613,4003,1393,855,452,218.594,168.962,5.53395
16291,258,1946,168,11769,200,3613,4003,1393,855,452,209.144,155.199,6.90395
16292,258,1940,168,11811,200,3602,3964,1399,896,458,195.658,158.493,5.41308
16293,259,1932,168,11848,200,3596,3770,1390,1043,458,185.285,146.202,4.08198
16294,258,1924,168,11863,200,3678,3707,1390,1082,465,184.699,175.03,4.7194
16295,259,1914,168,11915,200,3587,3844,1406,1070,462,183.134,152.83,4.46167
16296,260,1905,168,11961,200,3561,3846,1398,954,460,173.408,149.996,3.52562
16297,260,1897,168,11994,200,3679,3883,1377,865,455,166.123,165.025,3.57265
16298,260,1892,168,12024,200,3778,3905,1417,893,455,164.537,150.647,3.58842
16299,260,1889,168,12037,200,3703,3889,1388,991,452,165.261,163.031,4.09752
16300,260,1890,168,12042,200,3639,3929,1403,1010,455,168.928,187.435,4.64334
16301,260,1891,168,12046,200,3639,3929,1532,1010,455,168.928,187.435,4.64334
16302,260,1899,168,12050,200,3592,3717,1503,1151,455,167.781,150.339,3.78382
16303,260,1904,168,12054,200,3729,3752,1447,1181,457,165.859,167.266,4.28062
16304,260,1909,168,12039,200,3627,3739,1447,1057,455,169.962,192.201,5.16049
16305,260,1914,168,12041,200,3758,3899,1349,977,455,172.096,170.007,4.85414
16306,260,1918,169,12031,200,3763,3940,1292,940,455,170.294,198.162,4.13473
16307,260,1922,169,12053,200,3763,3870,1367,990,455,174.359,146.247,4.68914
16308,261,1924,169,12075,200,3698,3863,1379,1051,463,161.808,161.829,4.16376
16309,261,1925,169,12093,200,3697,3750,1352,998,464,159.41,156.537,4.33946
16310,261,1925,169,12109,200,3697,3750,1428,998,464,151.28,163.566,5.41363
16311,261,1922,169,12138,200,3708,3851,1404,1032,465,149.949,158.996,5.15104
16312,261,1918,169,12166,200,3595,3934,1369,986,464,147.106,156.566,5.26338
16313,262,1912,169,12200,200,3591,3937,2553,982,455,147.106,156.566,5.26338
16314,262,1905,169,12254,200,3549,3925,2553,990,460,148.028,168.767,3.83371
16315,262,1894,169,12280,200,3590,3806,2661,965,450,141.534,177.64,3.96962
16316,262,1891,169,12305,200,3732,3718,1347,928,448,145.533,156.805,3.63954
16317,261,1892,169,12296,200,3797,3775,1451,902,448,145.813,175.499,3.2944
16318,261,1898,169,12269,200,3777,3845,1447,930,451,154.862,186.105,3.41435
16319,261,1909,169,12251,200,3702,3889,1364,931,451,161.357,159.058,3.99431
16320,260,1926,169,12206,200,3702,3889,1367,931,451,166.342,172.168,4.00582
16321,260,1946,169,12140,200,3669,3857,1401,1003,455,174.777,190.434,4.05274
16322,259,1968,169,12065,200,3592,3877,1447,1072,458,192.399,168.756,3.97542
16323,260,1988,169,12056,200,3534,3892,1447,1018,458,180.217,146.16,3.79864
16324,260,2003,169,12031,200,3631,3817,1326,945,449,177.381,153.867,4.74143
16325,261,2010,169,12046,200,3783,3791,1332,910,450,161.829,145.712,3.58258
16326,260,2010,169,12034,200,3633,3713,1421,1061,448,161.829,145.712,3.58258
16327,261,1983,169,12088,200,3583,3777,1424,1042,450,163.981,159.842,3.3203
16328,261,1964,169,12155,200,3688,3821,1422,1025,454,162.404,146.218,3.76816
16329,262,1946,170,12203,200,3672,3638,1454,1021,457,147.729,141.987,3.26966
16330,261,1932,170,12217,200,3672,3638,1366,1021,457,152.293,183.857,3.23009
16331,260,1924,170,12208,200,3781,3607,1334,987,454,160.856,177.415,3.71497
16332,260,1922,169,12187,200,3811,3695,1354,978,458,172.418,188.309,4.86672
16333,259,1924,170,12165,200,3705,3672,1354,1045,458,184.846,177.791,4.45336
16334,260,1930,170,12177,200,3704,3786,1395,1043,458,181.456,153.221,4.99892
16335,260,1936,170,12181,200,3837,3760,1371,981,458,172.887,152.846,3.87037
16336,260,1941,170,12155,200,3776,3814,1400,954,458,172.842,171.986,4.22759
16337,260,1945,170,12146,200,3637,3790,1456,1023,458,173.185,168.231,3.51265
16338,260,1944,170,12147,200,3652,3752,1340,1027,458,172.409,153.711,4.33908
16339,260,1931,170,12163,200,3635,3760,1390,1071,456,165.511,179.107,4.44673
16340,261,1920,170,12188,200,3635,3760,1351,1071,456,172.518,170.4,4.30457
16341,260,1906,171,12200,200,3619,3718,1309,1088,451,173.56,182.246,5.16063
16401,255,2006,167,11292,200,3568,4104,1415,997,448,224.572,171.196,3.8142
16402,254,2009,167,11280,200,3628,3974,1380,955,446,222.093,170.634,3.57722
16403,254,2010,167,11293,200,3631,3925,1380,971,448,227.266,162.139,4.01228
16404,255,2010,167,11306,200,3631,3925,1373,971,448,223.798,162.729,3.71916
16405,255,2011,167,11306,200,3645,3768,1363,1047,452,218.766,176.417,3.56032
16406,255,2018,166,11295,200,3672,3772,1376,1032,452,223.949,171.47,4.59486
16407,254,2024,166,11272,200,3686,3754,1376,918,455,227.609,182.665,4.3675
16408,254,2031,166,11238,200,3599,3824,1387,865,455,238.789,199.414,4.62895
16409,253,2039,166,11207,200,3575,3791,1360,919,459,246.27,169.999,4.30775
16410,253,2046,166,11188,200,3460,3740,1500,1009,459,244.179,162.888,4.19498
16411,254,2052,166,11176,200,3524,3779,1809,1043,458,244.179,162.888,4.19498
16412,253,2057,166,11142,200,3392,3906,1510,1027,455,240.835,165.614,4.15358
16413,253,2062,166,11133,200,3392,3906,1396,1027,455,253.352,175.199,4.1211
16414,253,2066,166,11106,200,3422,4013,1377,958,452,247.963,174.247,4.96781
16415,252,2069,166,11088,200,3437,4060,1550,930,452,263.607,198.808,6.03497
16416,254,2069,166,11115,200,3408,4035,1484,957,453,251.571,150.95,5.74821
16417,254,2067,166,11125,200,3554,3952,1484,943,453,239.688,172.264,4.40682
16418,254,2053,167,11161,200,3573,4057,1386,904,451,227.654,184.168,4.2564
16419,255,2039,167,11197,200,3739,4066,1295,887,451,230.421,145.076,4.16785
16420,255,2023,167,11249,200,3780,3950,1307,845,447,216.955,151.647,3.42906
16421,254,2007,168,11261,200,3742,3989,1345,837,451,226.865,198.393,4.86769
16422,254,1991,168,11272,200,3695,4031,1373,872,451,245.022,164.463,6.2225
16423,254,1977,168,11303,200,3695,4031,1433,872,451,246.266,206.681,5.20548
16424,253,1968,168,11320,200,3680,4101,1555,893,451,246.266,206.681,5.20548
16425,254,1961,168,11349,200,3612,4027,1422,851,451,248.55,153.443,5.07853
16426,254,1958,168,11373,200,3475,4004,1422,848,452,245.385,172.949,3.95533
16427,254,1957,168,11393,200,3509,4147,1385,914,451,234.578,153.221,3.46988
16428,255,1959,168,11394,200,3295,4441,1424,904,443,231.529,165.469,3.79115
16429,254,1964,168,11367,200,3327,4356,1419,933,442,232.34,176.248,4.04252
16430,253,1986,167,11282,200,3467,4086,1475,947,445,258.709,179.437,4.44813
16431,253,2004,167,11241,200,3465,3934,1529,1030,450,258.688,176.804,4.01059
16432,252,2024,166,11168,200,3559,3916,1549,1021,452,268.561,184.842,4.27588
16433,252,2047,166,11111,200,3578,3893,1415,956,450,268.388,176.928,4.50828
16434,252,2068,166,11051,200,3581,3993,1412,937,452,271.503,174.189,3.25342
16435,251,2087,166,10983,200,3507,4019,1412,912,455,280.689,174.673,3.31278
16436,252,2101,166,10960,200,3699,3897,1474,880,452,275.05,142.363,3.4935
16437,253,2111,166,10954,200,3437,4042,1438,943,455,275.05,142.363,3.4935
16438,252,2115,166,10909,200,3411,3982,1584,899,452,263.013,181.999,3.55135
16439,253,2114,167,10945,200,3459,3993,1479,888,449,276.036,163.089,5.55611
16440,253,2108,167,10973,200,3517,3910,1562,906,451,257.981,156.354,3.24493
16441,253,2099,167,10995,200,3442,4027,1650,1020,451,251.97,161.917,3.01324
16442,254,2072,168,11085,200,3442,4027,1567,1020,451,246.006,131.962,3.51979
16443,254,2057,168,11126,200,3531,3936,1470,1002,449,239.601,153.809,3.38534
16444,254,2041,168,11165,200,3470,3963,1440,977,447,235.476,173.918,3.50196
16445,254,2026,168,11209,200,3423,3882,1440,993,448,238.514,157.014,3.42916
16446,254,2014,168,11246,200,3359,3945,1394,900,443,233.951,180.787,3.40489
16447,253,2003,168,11247,200,3356,4049,1459,843,450,248.56,177.887,4.42994
16448,254,1996,168,11280,200,3344,4054,1404,759,448,245.732,158.229,4.15462
16449,254,1991,168,11318,200,3420,3993,1481,808,443,245.732,158.229,4.15462
16450,254,1989,168,11327,200,3550,3955,1359,908,446,237.723,168.838,4.3403
16451,254,1991,168,11329,200,3392,4045,1407,921,448,238.662,154.41,3.24998
16452,254,1997,167,11298,200,3392,4045,1448,921,448,240.79,184.562,3.38271
16453,253,2008,167,11268,200,3561,4017,1515,942,449,247.765,166.197,3.11776
16454,253,2021,167,11242,200,3546,4024,1569,943,456,256.342,166.898,4.38539
16455,253,2053,166,11170,200,3470,4014,1569,928,455,263.711,162.621,4.05761
16456,254,2068,166,11156,200,3423,4038,1596,931,456,251.463,154.524,3.95637
16457,253,2079,166,11131,200,3269,4110,1621,891,456,248.215,176.901,4.10004
16458,253,2086,166,11108,200,3308,4030,1582,860,465,251.019,178.498,3.98055
16459,252,2090,166,11067,200,3326,4117,1587,837,461,267.581,207.534,6.59404
16460,254,2089,166,11127,200,3418,3962,1681,838,459,252.277,133.983,5.66707
16461,254,2088,166,11143,200,3396,3976,1476,845,456,240.229,177.882,4.40383
16462,253,2086,166,11115,200,3396,3976,1533,845,456,240.229,177.882,4.40383
